itemLabel.value,film_id,year,instanceLabel,duration,englishTitle,originalTitle,description,genre,country,language,director,production_company,imdb_id,kinopoisk_id,cast,screenwriter,youtube_id,director_of_photography,composer,wikipedia_url
Агенты КГБ тоже влюбляются,Q4056898,1991.0,['film'],88.0,,['Агенты КГБ тоже влюбляются'],['1991 film by Sebastián Alarcón'],['comedy film'],['Soviet Union'],['Russian'],['Q4060515'],['Mosfilm'],['tt0101280'],['43427'],"['Q471740', 'Q4131637']","['Aleksandr Adabashyan', 'Sebastián Alarcón', 'Alexander Borodyansky']",,['Vadim Alisov'],,['https://ru.wikipedia.org/wiki/Агенты_КГБ_тоже_влюбляются']
Адам женится на Еве,Q4057252,1980.0,['film'],130.0,,['Адам женится на Еве'],['1980 film by Viktor Titov'],"['comedy film', 'drama film']",['Soviet Union'],['Russian'],['Q4458251'],['Studio Ekran'],['tt0080332'],['256927'],"['Q4137162', 'Q4427993', 'Q4506415']",['Viktor Titov'],['99PuVUrOPKs'],['Georgy Rerberg'],['Mikael Tariverdiev'],['https://ru.wikipedia.org/wiki/Адам_женится_на_Еве']
Азбука мудрости,Q4058210,1982.0,['film'],,,['Азбука мудрости'],['1982 film by Otar Koberidze'],['comedy film'],['Soviet Union'],['Russian'],['Q1967346'],,['tt0822026'],['303716'],['Q4099500'],,,,,[]
Alyonka,Q4063775,1961.0,['film'],86.0,['Alyonka'],['Алёнка'],['1961 film by Boris Barnet'],['commedia lirica'],['Soviet Union'],['Russian'],['Q203519'],['Mosfilm'],['tt0054619'],['43468'],"['Q316086', 'Q1196388', 'Q2370733', 'Q4133732', 'Q4187591', 'Q4290347', 'Q4528080']",['Sergei Antonov'],['6NV9y-Pg96w'],['Igor Chernykh'],['Kirill Molchanov'],"['https://en.wikipedia.org/wiki/Alyonka', 'https://ru.wikipedia.org/wiki/Алёнка_(фильм)']"
Алые погоны,Q4063262,1980.0,['film'],189.0,,['Алые погоны'],['1980 film'],"['war film', ""children's film""]",['Soviet Union'],['Russian'],,['Dovzhenko Film Studios'],['tt1508236'],['438267'],"['Q2376200', 'Q4236993', 'Q4245008']","['Boris Izyumsky', 'Artur Voytetsky']",,,['Vladimir Dashkevich'],[]
Arshin Mal Alan,Q4071038,1965.0,['film'],,['Arshin Mal Alan'],['Аршин мал алан'],['1965 film by Tofig Taghizade'],['comedy film'],['Soviet Union'],"['Azerbaijani', 'Russian']",['Q4449633'],['Azerbaijanfilm'],['tt1573789'],['481204'],"['Q2004330', 'Q4152241', 'Q4279840', 'Q4289464', 'Q4391175', 'Q12846157', 'Q16369597', 'Q16376104']","['Mukhtar Dadashev', 'Tofig Taghizade']",,,"['Uzeyir Hajibeyov', 'Fikret Amirov']","['https://ru.wikipedia.org/wiki/Аршин_мал_алан_(фильм,_1965)']"
Артист из Кохановки,Q4070301,1961.0,['film'],73.0,,['Артист из Кохановки'],['1961 film directed by Grigori Lipshits'],['comedy film'],['Soviet Union'],['Russian'],['Q4262961'],['Dovzhenko Film Studios'],['tt0312383'],['43542'],"['Q4096221', 'Q4099214']",['Ivan Stadnyuk'],,['Ilya Minkovetsky'],['Oscar Sandler'],['https://ru.wikipedia.org/wiki/Артист_из_Кохановки']
Бабушки и внучата,Q4074560,1969.0,['film'],,,['Бабушки и внучата'],['1969 film by Nana Mchedlidze'],['drama film'],['Soviet Union'],"['Russian', 'Georgian']",['Q4309189'],,['tt0275306'],['227606'],,['Merab Eliozishvili'],,,,['https://ru.wikipedia.org/wiki/Бабушки_и_внучата']
Бабушкин внук,Q4074576,1979.0,['film'],82.0,,['Бабушкин внук'],['1979 film by Adolf Bergunker'],"['family film', 'novella film']",['Soviet Union'],['Russian'],['Q4084037'],['Lenfilm'],['tt0078818'],['46002'],['Q471740'],['Eduard Akopov'],,,,['https://ru.wikipedia.org/wiki/Бабушкин_внук']
Баллада о комиссаре,Q4076711,1967.0,['film'],,,['Баллада о комиссаре'],['1967 film by Alexander Surin'],['drama film'],['Soviet Union'],['Russian'],['Q15075178'],['Mosfilm'],['tt0306508'],['46018'],['Q1072225'],,,,,['https://ru.wikipedia.org/wiki/Баллада_о_комиссаре']
Running on Waves,Q4080571,1967.0,['film'],93.0,['Running on Waves'],['Бегущая по волнам'],['1967 film by Pavel Lyubimov'],['drama film'],"['Soviet Union', ""People's Republic of Bulgaria""]",['Russian'],['Q961540'],['Gorky Film Studio'],['tt0061393'],['46054'],"['Q271485', 'Q378333', 'Q1069040', 'Q3274094', 'Q4089852', 'Q4492747', 'Q5418818', 'Q12274802', 'Q12282165']",['Alexander Galich'],['b94Jwe0Y7B4'],,['Yan Frenkel'],"['https://en.wikipedia.org/wiki/Running_on_Waves', 'https://ru.wikipedia.org/wiki/Бегущая_по_волнам_(фильм,_1967)']"
"No Fear, No Blame",Q4080774,1962.0,['film'],85.0,"['No Fear, No Blame']",['Без страха и упрёка'],['1962 film by Alexander Mitta'],"['adventure film', 'drama film']",['Soviet Union'],['Russian'],['Q1390108'],['Mosfilm'],['tt0149854'],['46115'],"['Q310873', 'Q1149705', 'Q1964825', 'Q4064829']","['Semyon Lungin', 'Ilya Nusinov']",,,['Nikita Bogoslovsky'],"['https://en.wikipedia.org/wiki/No_Fear,_No_Blame', 'https://ru.wikipedia.org/wiki/Без_страха_и_упрёка']"
Без сына не приходи!,Q4080775,1986.0,['film'],84.0,,['Без сына не приходи!'],['1986 film by Radomir Vasilevskiy'],"['comedy film', ""children's film""]",['Soviet Union'],['Russian'],['Q4104319'],['Odesa Film Studio'],['tt0266322'],['46117'],"['Q4084046', 'Q4405209']",,,,,['https://ru.wikipedia.org/wiki/Без_сына_не_приходи!']
Безумный день,Q4081070,1983.0,['film'],,,['Безумный день'],['1983 film'],,['Soviet Union'],,,,['tt0479644'],['178814'],['Q4297718'],['Boris Eifman'],,,['Gioacchino Rossini'],['https://ru.wikipedia.org/wiki/Безумный_день_(фильм-балет)']
Белая земля,Q4081660,1970.0,['film'],,,['Белая земля'],['1970 film by Aleksandr Karpov'],['drama film'],['Soviet Union'],['Russian'],['Q21099288'],['Belarusfilm'],['tt4663252'],['471810'],"['Q314067', 'Q2498095', 'Q4100221']",,,,,['https://ru.wikipedia.org/wiki/Белая_земля']
Coasts in the Mist,Q4084208,1986.0,['film'],,['Coasts in the Mist'],['Берега в тумане...'],['1986 film by Youli Karassik'],['historical film'],['Soviet Union'],['Russian'],['Q4214202'],['Mosfilm'],['tt0088788'],['46627'],['Q2003697'],['Budimir Metalnikov'],,,['Yuri Butsko'],"['https://en.wikipedia.org/wiki/Coasts_in_the_Mist', 'https://ru.wikipedia.org/wiki/Берега_в_тумане']"
Anarchy,Q4085745,1989.0,['film'],102.0,['Anarchy'],['Беспредел'],['1989 film by Igor Gostev'],['crime film'],['Soviet Union'],['Russian'],['Q4146430'],['Mosfilm'],['tt0286502'],['46100'],"['Q571006', 'Q2626247', 'Q2632355', 'Q4066063', 'Q4453015']",['Leonid Nikitinsky'],['4lqRM_daZdQ'],,['Andrey Petrov'],"['https://en.wikipedia.org/wiki/Anarchy_(1989_film)', 'https://ru.wikipedia.org/wiki/Беспредел_(фильм,_1989)']"
Близкая даль,Q4088134,1978.0,['film'],,,['Близкая даль'],['1978 film directed by Vitaly Koltsov'],['drama film'],['Soviet Union'],['Russian'],['Q21101652'],['Mosfilm'],['tt0315843'],['46145'],"['Q265610', 'Q800029', 'Q4104514', 'Q4149895', 'Q4218267', 'Q4425121', 'Q13218103']",['Artur Makarov'],['MLvB2aSseVk'],,['Vladimir Shainsky'],['https://ru.wikipedia.org/wiki/Близкая_даль']
Great Green Valley,Q4091344,1968.0,['film'],85.0,['Great Green Valley'],['Большая Зелёная долина'],['1968 film by Merab Kokochashvili'],['drama film'],['Soviet Union'],"['Russian', 'Georgian']",['Q12866798'],,['tt0274462'],['227610'],['Q2622599'],['Merab Eliozishvili'],,,['Nodar Mamisashvili'],"['https://en.wikipedia.org/wiki/Great_Green_Valley', 'https://ru.wikipedia.org/wiki/Большая_зелёная_долина']"
Большая новогодняя ночь,Q4091852,1978.0,['film'],,,['Большая новогодняя ночь'],['1978 film by Ada Neretniece'],,['Soviet Union'],['Russian'],['Q4317469'],['Riga Film Studio'],['tt2395311'],['471093'],['Q4419221'],['Egons Līvs'],,,['Romualds Kalsons'],['https://ru.wikipedia.org/wiki/Большая_новогодняя_ночь']
Большое золото мистера Гринвуда,Q4092489,1991.0,['film'],,,['Большое золото мистера Гринвуда'],['1991 film'],['adventure film'],['Soviet Union'],['Russian'],['Q117860850'],['Sverdlovsk Film Studio'],['tt0101496'],['46184'],,,"['IUtIzR7Tji0', 'Vmzr_nRQc3U']",,,['https://ru.wikipedia.org/wiki/Большое_золото_мистера_Гринвуда']
"Будьте готовы, Ваше высочество!",Q4098242,1978.0,['film'],,,"['Будьте готовы, Ваше высочество!']",['1978 film by Vladimir Popkov'],,['Soviet Union'],['Russian'],['Q4372277'],['Dovzhenko Film Studios'],['tt0321542'],['46234'],,"['Mark Rozovsky', 'Vladimir Grigoryev']",,,['Marco Karminsky'],"['https://ru.wikipedia.org/wiki/Будьте_готовы,_Ваше_высочество!_(фильм)']"
Будьте моей тёщей!,Q4098244,1977.0,['film'],,,['Будьте моей тёщей!'],['1977 film by Kārlis Mārsons'],"['romance film', 'comedy film']",['Soviet Union'],['Russian'],['Q4282456'],['Riga Film Studio'],['tt2395287'],['474482'],"['Q4282631', 'Q15067327']",,,,['Raimonds Pauls'],['https://ru.wikipedia.org/wiki/Будьте_моей_тёщей!']
Komarov Brothers,Q4101724,1984.0,['film'],,['Komarov Brothers'],['В лесах под Ковелем'],['1984 film'],['war film'],['Soviet Union'],['Russian'],['Q12162854'],['Dovzhenko Film Studios'],['tt3005780'],['438243'],"['Q1967525', 'Q4152528', 'Q4476737']",['Yevgeny Mitko'],,['Vadym Illenko'],['Valeri Kikta'],['https://ru.wikipedia.org/wiki/В_лесах_под_Ковелем']
Было у отца три сына,Q4101052,1981.0,['film'],,,['Было у отца три сына'],['1981 film'],['drama film'],['Soviet Union'],['Russian'],['Q21099057'],['Mosfilm'],['tt2041322'],['468821'],['Q633916'],,"['eotQooNf2Ds', 'GHOpsvoak7g']",,,['https://ru.wikipedia.org/wiki/Было_у_отца_три_сына']
Valentin und Valentina,Q4102801,1985.0,['film'],,['Valentin und Valentina'],['Валентин и Валентина'],['1985 film by Georgi Natanson'],['drama film'],['Soviet Union'],['Russian'],['Q4314154'],['Mosfilm'],['tt0137253'],['45654'],['Q3293186'],['Georgi Natanson'],['h-kgJxw-4ck'],['Viktor Yakushev'],['Eugen Doga'],"['https://en.wikipedia.org/wiki/Valentin_and_Valentina', 'https://ru.wikipedia.org/wiki/Валентин_и_Валентина']"
В одном маленьком городе,Q4101754,1985.0,['film'],,,['В одном маленьком городе'],['1985 film by Giga Lortkipanidze'],['drama film'],['Soviet Union'],"['Russian', 'Georgian']",['Q4266996'],,['tt0265967'],['41996'],,['Giga Lortkipanidze'],,,['Bidzina Kvernadze'],['https://ru.wikipedia.org/wiki/В_одном_маленьком_городе']
В полосе прибоя,Q4101790,1990.0,['film'],,,['В полосе прибоя'],['1990 film by Olgerd Riksovitsj Vorontsov'],,['Soviet Union'],['Russian'],['Q4125773'],['Sverdlovsk Film Studio'],['tt0328599'],['45626'],['Q4244951'],['Edgar Dubrovsky'],['s12vqdNvqlo'],['Vladimir Makeranets'],,['https://ru.wikipedia.org/wiki/В_полосе_прибоя']
В профиль и анфас,Q4101796,1977.0,['film'],,,['В профиль и анфас'],['1977 film'],['comedy film'],['Soviet Union'],['Russian'],"['Q4269202', 'Q15066502']",['Belarusfilm'],['tt0076866'],['45629'],"['Q2366127', 'Q2387480', 'Q4236741']",['Yevgeny Grigoryev'],,,,['https://ru.wikipedia.org/wiki/В_профиль_и_анфас']
В стреляющей глуши,Q4101812,1986.0,['film'],87.0,,['В стреляющей глуши'],['1986 film by Vladimir Khotinenko'],['adventure film'],['Soviet Union'],['Russian'],['Q2629207'],['Sverdlovsk Film Studio'],['tt0267077'],['45638'],"['Q2626247', 'Q4056739', 'Q4228709', 'Q4346314', 'Q4424615']",,"['NfCCwNP3SsQ', 'Ykj8OvOXAx0']",,,['https://ru.wikipedia.org/wiki/В_стреляющей_глуши']
Vasili and Vasilisa,Q4104462,1981.0,['film'],97.0,['Vasili and Vasilisa'],['Василий и Василиса'],['1981 film by Irina Poplavskaya'],['melodrama'],['Soviet Union'],['Russian'],['Q4372304'],['Mosfilm'],['tt0146339'],['45675'],"['Q754131', 'Q1964802', 'Q2627297']",['Irina Poplavskaya'],,,['Aleksei Muravlyov'],"['https://en.wikipedia.org/wiki/Vasili_and_Vasilisa', 'https://ru.wikipedia.org/wiki/Василий_и_Василиса_(фильм)']"
Верный друг Санчо,Q4107963,1974.0,['film'],,,['Верный друг Санчо'],['1974 film by Jānis Streičs'],,['Soviet Union'],['Russian'],['Q2041368'],['Riga Film Studio'],['tt0332810'],['45725'],,['Yuri Yakovlev'],,['Harijs Kukels'],['Imants Kalniņš'],['https://ru.wikipedia.org/wiki/Верный_друг_Санчо']
Viva Gardes-Marines!,Q4110507,1991.0,['film'],140.0,['Viva Gardes-Marines!'],"['Виват, гардемарины!']",['1991 film by Svetlana Druzhinina'],"['adventure film', 'historical film']",['Soviet Union'],['Russian'],['Q4168820'],['Mosfilm'],['tt0103218'],['45789'],"['Q68537', 'Q285330', 'Q544641', 'Q2372665', 'Q2373179', 'Q2376215', 'Q3888966', 'Q4180064']",,['tMjS0UhFnr4'],['Anatoly Mukasey'],['Viktor Lebedev'],"['https://en.wikipedia.org/wiki/Viva_Gardes-Marines!', 'https://ru.wikipedia.org/wiki/Виват,_гардемарины!']"
Весенние перевёртыши,Q4109453,1974.0,['film'],,,['Весенние перевёртыши'],['1974 film by Grigori Aronov'],,['Soviet Union'],['Russian'],['Q4069837'],['Lenfilm'],['tt0332811'],['45743'],['Q2390125'],['Vladimir Tendryakov'],,['Valery Fedosov'],['Nadezhda Simonyan'],['https://ru.wikipedia.org/wiki/Весенние_перевёртыши_(фильм)']
Вечер старинных русских водевилей,Q4110166,1978.0,['film'],,,['Вечер старинных русских водевилей'],['1978 film by Yevgeni Simonov'],['vaudeville'],['Soviet Union'],['Russian'],['Q4419746'],,['tt6304788'],['1014696'],"['Q784509', 'Q1071709', 'Q2626298', 'Q4167811', 'Q4276040']",,,,,['https://ru.wikipedia.org/wiki/Вечер_старинных_русских_водевилей']
Взорванный рассвет,Q4110372,1965.0,['film'],17.0,,['Взорванный рассвет'],['1965 film by Feliks Sobolev'],"['short film', 'popular-science film']",['Soviet Union'],['Russian'],['Q4425831'],['Kievnauchfilm'],,['625411'],,['Yevgeni Zagdansky'],,['Leonid Pryadkin'],,['https://ru.wikipedia.org/wiki/Взорванный_рассвет']
Virineya,Q4112034,1968.0,['film'],109.0,['Virineya'],['Виринея'],['1968 film by Vladimir Fetin'],['drama film'],['Soviet Union'],['Russian'],['Q4483301'],['Lenfilm'],['tt0063784'],['45782'],"['Q469557', 'Q717810', 'Q1623429', 'Q1841254', 'Q3540962', 'Q4113121', 'Q4151274']",['Albina Shulgina'],,['Yevgeni Shapiro'],['Vasily Solovyov-Sedoi'],"['https://en.wikipedia.org/wiki/Virineya', 'https://ru.wikipedia.org/wiki/Виринея_(фильм)']"
Водил поезда машинист,Q4113949,1961.0,['film'],,,['Водил поезда машинист'],['1961 film by Viktor Zhilin'],['drama film'],['Soviet Union'],['Russian'],['Q4180309'],['Odesa Film Studio'],['tt0332819'],['45810'],['Q4131850'],,,,['Andrei Eshpai'],['https://ru.wikipedia.org/wiki/Водил_поезда_машинист']
Возвращение к жизни,Q4114677,1972.0,['film'],,,['Возвращение к жизни'],['1972 film by Vladimir Basov'],['novella film'],['Soviet Union'],['Russian'],['Q2568825'],['Mosfilm'],['tt0314859'],['45883'],"['Q775340', 'Q2081886']","['Vladimir Basov', 'Maro Erznkyan']",,['Anatoliy Kuznetsov'],['Veniamin Basner'],"['https://ru.wikipedia.org/wiki/Возвращение_к_жизни_(фильм,_1972)']"
Воздухоплаватель,Q4114744,1975.0,['film'],93.0,,['Воздухоплаватель'],"['1975 film by Natalya Troshchenko, Anatoli Vekhotko']","['adventure film', 'biographical film']",['Soviet Union'],['Russian'],"['Q16720418', 'Q56061887']",['Lenfilm'],['tt0073873'],['45869'],"['Q471740', 'Q787038', 'Q1984565', 'Q2081886', 'Q3561885', 'Q3740637', 'Q3955911', 'Q4065250', 'Q4101277', 'Q4104037', 'Q4199839', 'Q4226282', 'Q4321206', 'Q4331579', 'Q4482073', 'Q4500608', 'Q15061585', 'Q15088944', 'Q20027797']",['Vladimir Kunin'],,['Aleksandr Chechulin'],['Igor Tsvetkov'],['https://ru.wikipedia.org/wiki/Воздухоплаватель_(фильм)']
War Under the Roofs,Q4122590,1967.0,['film'],100.0,['War Under the Roofs'],['Война под крышами'],['1967 film by Viktor Turov'],['war film'],['Soviet Union'],['Russian'],['Q3920850'],['Belarusfilm'],['tt0332820'],['45821'],"['Q3740637', 'Q4277929', 'Q4468786', 'Q4476911']",['Ales Adamovich'],,,['Andrei Volkonsky'],['https://ru.wikipedia.org/wiki/Война_под_крышами']
Wolfhound,Q4123508,1991.0,['film'],,['Wolfhound'],['Волкодав'],['1991 film by Mikhail Tumanishvili'],['action film'],['Soviet Union'],['Russian'],['Q4465303'],['Mosfilm'],['tt0103225'],['45829'],"['Q262576', 'Q403177', 'Q1755886', 'Q2704999', 'Q4199553', 'Q4397484', 'Q4481504']",['Yuriy Korotkov'],,,['Viktor Babushkin'],"['https://en.wikipedia.org/wiki/Wolfhound_(1992_film)', 'https://ru.wikipedia.org/wiki/Волкодав_(фильм,_1991)']"
Time and the Conways,Q4127149,1984.0,['film'],83.0,['Time and the Conways'],['Время и семья Конвей'],['1984 film by Vladimir Basov'],['drama film'],['Soviet Union'],['Russian'],['Q2568825'],['Mosfilm'],['tt0088365'],['45909'],['Q4321672'],['Vladimir Basov'],,['Anatol Petrytsky'],['Veniamin Basner'],"['https://en.wikipedia.org/wiki/Time_and_the_Conways_(film)', 'https://ru.wikipedia.org/wiki/Время_и_семья_Конвей']"
Ворота в небо,Q4125900,1984.0,['film'],,,['Ворота в небо'],['1984 film by Damir Vyatich-Berezhnykh'],,['Soviet Union'],,['Q4130433'],['Mosfilm'],['tt0253913'],['45842'],,,,,,
A Moment Decides Everything,Q4127783,1978.0,['film'],100.0,['A Moment Decides Everything'],['Всё решает мгновение'],['1978 film by Viktor Sadovsky'],['sport film'],['Soviet Union'],['Russian'],['Q15087532'],['Lenfilm'],['tt0129564'],['45950'],"['Q461085', 'Q469557', 'Q960027', 'Q3094749']",['Valentin Ezhov'],,['Viktor Karasyov'],['Alexander Zhurbin'],['https://ru.wikipedia.org/wiki/Всё_решает_мгновение']
Воспоминание без даты,Q4126315,1990.0,['film'],,,['Воспоминание без даты'],['1990 film'],,['Soviet Union'],['Russian'],,['Lenfilm'],['tt0835421'],['265216'],"['Q713877', 'Q4191758', 'Q16594194']",['Vladimir Zheleznikov'],,,,
Врача вызывали?,Q4127018,1974.0,['film'],,,['Врача вызывали?'],['1974 film by Vadim Gauzner'],,['Soviet Union'],['Russian'],['Q21092943'],['Lenfilm'],['tt0072381'],['45901'],,['Izrail Metter'],,['Oleg Kukhovarenko'],['Oleg Karavaychuk'],['https://ru.wikipedia.org/wiki/Врача_вызывали?']
Времена землемеров,Q4127075,1968.0,['film'],,,['Времена землемеров'],['1968 film by Voldemārs Pūce'],['drama film'],['Soviet Union'],['Russian'],['Q4384549'],['Riga Film Studio'],['tt2395333'],['629254'],"['Q257901', 'Q1652760', 'Q2026428', 'Q2082542', 'Q2451562', 'Q2668023', 'Q2792141', 'Q3741164', 'Q4079681', 'Q4085597', 'Q4102982', 'Q4161676', 'Q4296381', 'Q4341960', 'Q4539652', 'Q11188274', 'Q16694945']",,,,['Marģeris Zariņš'],['https://ru.wikipedia.org/wiki/Времена_землемеров_(фильм)']
